,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
1084,0.56,0.22,0.3,0.1,0.073,0.43,0.43,0.98,0.83,0.38,0.68,0.71
1085,0.53,0.29,0.08,0.1,0.07400000000000001,0.56,0.39,0.98,0.74,0.29,0.68,0.57
1086,0.67,0.2,0.4,0.29,0.055,0.04,0.05,0.99,0.81,0.44,0.83,0.86
1087,0.62,0.1,0.42,0.08,0.057,0.25,0.18,0.98,0.79,0.46,0.8,0.71
1088,0.92,0.24,0.54,0.08,0.095,0.31,0.25,0.99,0.71,0.52,0.7,0.86
1089,0.92,0.24,0.54,0.08,0.095,0.31,0.25,0.99,0.71,0.52,0.7,0.86
1090,0.79,0.15,0.54,0.1,0.083,0.58,0.46,0.98,0.7,0.41,0.84,1.0
1091,0.62,0.2,0.42,0.11,0.086,0.11,0.11,0.98,0.81,0.38,0.81,0.71
1092,0.55,0.33,0.09,0.11,0.081,0.14,0.09,0.98,0.83,0.38,0.82,0.71
1093,0.72,0.18,0.36,0.12,0.079,0.15,0.19,0.98,0.8,0.6,0.86,0.86
1094,0.51,0.45,0.09,0.34,0.11699999999999999,0.12,0.1,0.98,0.81,0.29,0.77,0.71
1095,0.74,0.24,0.47,0.14,0.087,0.08,0.12,0.99,0.75,0.3,0.75,0.57
1096,0.51,0.45,0.09,0.34,0.11699999999999999,0.12,0.1,0.98,0.81,0.29,0.77,0.71
1097,0.68,0.31,0.38,0.08,0.096,0.07,0.1,0.98,0.76,0.32,0.67,0.57
1098,0.63,0.18,0.45,0.12,0.21600000000000003,0.07,0.09,0.98,0.75,0.56,0.89,0.86
1099,0.68,0.31,0.38,0.08,0.096,0.07,0.1,0.98,0.76,0.32,0.67,0.57
1100,0.66,0.2,0.42,0.12,0.07200000000000001,0.32,0.22,0.98,0.74,0.54,0.88,0.71
1101,0.58,0.3,0.27,0.12,0.071,0.19,0.15,0.98,0.81,0.41,0.86,0.71
1102,0.47,0.29,0.09,0.09,0.078,0.25,0.18,0.98,0.84,0.33,0.8,0.71
1103,0.58,0.3,0.27,0.12,0.071,0.19,0.15,0.98,0.81,0.41,0.86,0.71
1104,0.63,0.29,0.34,0.12,0.073,0.22,0.15,0.98,0.79,0.44,0.88,0.71
1105,0.49,0.35,0.28,0.12,0.048,0.18,0.3,0.98,0.82,0.38,0.91,0.57
1106,0.64,0.13,0.42,0.1,0.069,0.12,0.1,0.98,0.76,0.33,0.88,0.71
1107,0.72,0.17,0.41,0.11,0.068,0.14,0.14,0.98,0.78,0.6,0.83,0.86
1108,0.64,0.48,0.1,0.2,0.09,0.06,0.07,0.99,0.81,0.29,0.68,0.57
1109,0.85,0.28,0.43,0.12,0.171,0.37,0.41,0.99,0.75,0.52,0.77,0.71
1110,0.65,0.32,0.0,0.07,0.07,0.08,0.08,0.98,0.78,0.42,0.71,0.71
1111,0.42,0.25,0.27,0.11,0.092,0.32,0.34,0.98,0.93,0.42,0.88,0.86
1112,0.62,0.19,0.41,0.08,0.055999999999999994,0.08,0.21,0.98,0.79,0.48,0.78,0.71
1113,0.7,0.13,0.39,0.08,0.07400000000000001,0.04,0.05,0.98,0.74,0.38,0.68,0.71
1114,0.38,0.24,0.5,0.26,0.046,0.4,0.49,0.97,0.85,0.44,0.97,0.71
1115,0.55,0.42,0.07,0.14,0.091,0.21,0.12,0.98,0.81,0.38,0.8,0.71
1116,0.55,0.42,0.07,0.14,0.091,0.21,0.12,0.98,0.81,0.38,0.8,0.71
1117,0.55,0.42,0.07,0.14,0.091,0.21,0.12,0.98,0.81,0.38,0.8,0.71
1118,0.55,0.23,0.12,0.12,0.065,0.19,0.14,0.97,0.79,0.33,0.95,0.71
1119,0.43,0.41,0.0,0.14,0.066,0.1,0.08,0.97,0.86,0.37,0.92,0.57
1120,0.62,0.33,0.34,0.14,0.076,0.11,0.1,0.97,0.76,0.49,0.94,1.0
1121,0.51,0.3,0.0,0.1,0.062,0.29,0.17,0.98,0.83,0.34,0.88,0.71
1122,0.49,0.28,0.0,0.07,0.055,0.37,0.2,0.97,0.84,0.28,0.88,0.71
1123,0.85,0.24,0.37,0.1,0.081,0.24,0.17,0.98,0.74,0.43,0.8,0.71
1124,0.51,0.35,0.0,0.12,0.096,0.04,0.07,0.98,0.89,0.4,0.82,0.43
1125,0.69,0.13,0.35,0.09,0.055,0.18,0.16,0.98,0.74,0.38,0.8,0.86
1126,0.45,0.17,0.26,0.09,0.063,0.04,0.06,0.97,0.82,0.33,0.96,0.71
1127,0.49,0.47,0.0,0.17,0.07200000000000001,0.36,0.32,0.98,0.85,0.38,0.82,0.71
1128,0.79,0.26,0.33,0.16,0.095,0.39,0.55,0.99,0.77,0.45,0.71,0.57
1129,0.83,0.26,0.35,0.2,0.092,0.33,0.43,0.99,0.76,0.46,0.75,0.71
1130,0.72,0.37,0.0,0.1,0.057999999999999996,0.07,0.05,0.99,0.76,0.41,0.74,0.71
1131,0.46,0.1,0.21,0.09,0.045,0.79,0.84,0.98,0.8,0.25,0.68,0.57
1132,0.58,0.21,0.34,0.1,0.075,0.25,0.23,0.98,0.81,0.62,0.97,0.86
1133,0.56,0.29,0.07,0.34,0.08900000000000001,0.14,0.1,0.98,0.81,0.45,0.8,0.86
1134,0.67,0.16,0.35,0.09,0.061,0.08,0.08,0.98,0.79,0.5,0.84,0.86
1135,0.63,0.14,0.43,0.09,0.067,0.31,0.31,0.98,0.81,0.38,0.85,0.71
1136,0.82,0.31,0.45,0.11,0.08,0.08,0.07,0.99,0.77,0.52,0.81,0.71
1137,0.82,0.31,0.45,0.11,0.08,0.08,0.07,0.99,0.77,0.52,0.81,0.71
1138,0.59,0.24,0.15,0.22,0.10400000000000001,0.4,0.58,0.99,0.74,0.37,0.65,0.57
1139,0.64,0.31,0.24,0.11,0.079,0.22,0.53,0.99,0.8,0.42,0.68,0.71
1140,0.57,0.24,0.3,0.09,0.08,0.46,0.49,0.98,0.82,0.43,0.68,0.71
1141,0.64,0.22,0.32,0.14,0.08,0.33,0.44,0.98,0.78,0.6,0.78,0.71
1142,0.54,0.27,0.11,0.14,0.043,0.08,0.07,0.98,0.79,0.43,0.81,0.71
1143,0.55,0.12,0.3,0.1,0.065,0.22,0.12,0.98,0.88,0.57,0.71,0.71
1144,0.57,0.19,0.23,0.13,0.066,0.49,0.43,0.98,0.83,0.4,0.72,0.57
1145,0.64,0.11,0.43,0.14,0.076,0.43,0.31,0.98,0.86,0.56,0.74,0.71
1146,0.61,0.3,0.12,0.1,0.17800000000000002,0.08,0.12,0.98,0.79,0.61,0.7,0.71
1147,0.79,0.24,0.45,0.39,0.071,0.08,0.08,0.98,0.76,0.29,0.84,0.86
1148,0.61,0.23,0.42,0.11,0.086,0.12,0.12,0.98,0.82,0.44,0.83,0.71
1149,0.79,0.2,0.47,0.11,0.061,0.08,0.06,0.98,0.77,0.32,0.86,0.71
1150,0.64,0.19,0.32,0.16,0.067,0.06,0.07,0.98,0.79,0.52,0.91,0.86
1151,0.47,0.35,0.23,0.14,0.044000000000000004,0.22,0.43,0.98,0.84,0.43,0.89,0.71
1152,0.65,0.37,0.25,0.12,0.11800000000000001,0.12,0.23,0.98,0.75,0.33,0.7,0.57
1153,0.76,0.25,0.35,0.12,0.083,0.24,0.23,0.98,0.77,0.44,0.79,0.71
1154,0.51,0.35,0.0,0.12,0.1,0.69,0.39,0.98,0.88,0.45,0.81,0.71
1155,0.65,0.37,0.25,0.12,0.11800000000000001,0.12,0.23,0.98,0.75,0.33,0.7,0.57
1156,0.67,0.09,0.51,0.09,0.071,0.62,0.55,0.98,0.8,0.52,0.84,0.86
1157,0.39,0.31,0.18,0.12,0.042,0.22,0.63,0.97,0.84,0.61,0.92,0.86
1158,0.52,0.24,0.43,0.16,0.076,0.31,0.33,0.98,0.83,0.86,0.75,0.71
1159,0.81,0.24,0.43,0.12,0.11,0.15,0.22,0.99,0.75,0.44,0.77,0.57
1160,0.84,0.21,0.57,0.13,0.087,0.08,0.12,0.98,0.74,0.49,0.79,0.86
1161,0.69,0.27,0.43,0.07,0.076,0.17,0.12,0.98,0.76,0.51,0.73,0.71
1162,0.67,0.19,0.42,0.13,0.075,0.17,0.11,0.98,0.74,0.48,0.84,0.86
1163,0.71,0.49,0.24,0.09,0.078,0.14,0.12,0.98,0.79,0.44,0.71,0.57
1164,0.71,0.49,0.24,0.09,0.078,0.14,0.12,0.98,0.79,0.44,0.71,0.57
1165,0.67,0.26,0.5,0.1,0.369,0.21,0.23,0.98,0.71,0.81,0.67,0.57
1166,0.78,0.33,0.26,0.11,0.111,0.1,0.37,0.98,0.69,0.71,0.73,0.57
1167,0.64,0.19,0.39,0.14,0.07400000000000001,0.4,0.29,0.98,0.8,0.62,0.88,0.86
1168,0.51,0.2,0.27,0.16,0.067,0.11,0.27,0.98,0.76,0.35,0.86,0.71
1169,0.6,0.3,0.29,0.13,0.086,0.07,0.08,0.98,0.8,0.4,0.82,0.71
1170,0.72,0.21,0.34,0.08,0.062,0.07,0.07,0.98,0.76,0.44,0.75,0.71
1171,0.55,0.36,0.0,0.12,0.078,0.36,0.27,0.98,0.83,0.45,0.77,0.71
1172,0.77,0.25,0.46,0.12,0.07400000000000001,0.07,0.09,0.98,0.78,0.5,0.88,0.71
1173,0.6,0.21,0.31,0.09,0.079,0.36,0.4,0.99,0.84,0.4,0.68,0.71
1174,0.6,0.21,0.31,0.09,0.079,0.36,0.4,0.99,0.84,0.4,0.68,0.71
1175,0.51,0.37,0.0,0.12,0.095,0.67,0.36,0.98,0.88,0.47,0.82,0.71
1176,0.51,0.55,0.03,0.35,0.079,0.32,0.29,0.98,0.87,0.3,0.8,0.43
1177,0.55,0.41,0.0,0.14,0.052000000000000005,0.08,0.06,0.98,0.81,0.44,0.91,0.86
1178,0.43,0.57,0.0,0.12,0.040999999999999995,0.24,0.48,0.98,0.9,0.49,0.81,0.57
1179,0.64,0.2,0.33,0.14,0.076,0.15,0.29,0.98,0.78,0.56,0.78,0.71
1180,0.64,0.2,0.33,0.14,0.076,0.15,0.29,0.98,0.78,0.56,0.78,0.71
1181,0.77,0.23,0.43,0.09,0.068,0.07,0.06,0.98,0.76,0.27,0.81,0.57
1182,0.81,0.24,0.4,0.14,0.068,0.57,0.33,0.99,0.81,0.6,0.75,0.71
1183,0.53,0.41,0.07,0.08,0.07,0.22,0.37,0.98,0.79,0.38,0.66,0.57
1184,0.52,0.39,0.23,0.12,0.08,0.15,0.74,0.98,0.81,0.47,0.78,0.57
1185,0.55,0.26,0.3,0.11,0.085,0.08,0.24,0.98,0.8,0.27,0.85,0.71
1186,0.51,0.5,0.03,0.49,0.079,0.08,0.07,0.98,0.86,0.3,0.87,0.57
1187,0.55,0.26,0.3,0.11,0.085,0.08,0.24,0.98,0.8,0.27,0.85,0.71
1188,0.52,0.39,0.23,0.12,0.08,0.15,0.74,0.98,0.81,0.47,0.78,0.57
1189,0.69,0.6,0.05,0.1,0.075,0.07,0.11,0.98,0.79,0.25,0.68,0.43
1190,0.72,0.24,0.57,0.28,0.08,0.08,0.12,0.98,0.79,0.36,0.89,0.71
1191,0.51,0.55,0.0,0.13,0.166,0.08,0.07,0.98,0.87,0.31,0.77,0.57
1192,0.56,0.14,0.37,0.14,0.063,0.15,0.25,0.98,0.86,0.55,0.88,0.86
1193,0.5,0.55,0.0,0.13,0.166,0.08,0.07,0.98,0.87,0.31,0.77,0.57
1194,0.55,0.46,0.12,0.1,0.114,0.21,0.39,0.98,0.77,0.38,0.68,0.71
1195,0.48,0.26,0.22,0.1,0.078,0.29,0.34,0.98,0.86,0.38,0.68,0.71
1196,0.62,0.35,0.23,0.13,0.076,0.32,0.58,0.98,0.76,0.37,0.68,0.71
1197,0.6,0.35,0.21,0.08,0.069,0.06,0.05,0.98,0.75,0.33,0.7,0.71
1198,0.6,0.15,0.26,0.11,0.052000000000000005,0.26,0.48,0.98,0.75,0.55,0.78,0.71
1199,0.62,0.35,0.23,0.13,0.076,0.32,0.58,0.98,0.76,0.37,0.68,0.71
1200,0.6,0.35,0.21,0.08,0.069,0.06,0.05,0.98,0.75,0.33,0.7,0.71
1201,0.62,0.2,0.36,0.1,0.065,0.07,0.05,0.98,0.78,0.33,0.8,0.86
1202,0.68,0.25,0.39,0.1,0.068,0.08,0.07,0.98,0.81,0.46,0.83,1.0
1203,0.78,0.46,0.19,0.36,0.111,0.46,0.47,0.99,0.74,0.34,0.67,0.57
1204,0.56,0.21,0.46,0.12,0.07400000000000001,0.33,0.27,0.98,0.82,0.6,0.78,0.86
1205,0.56,0.21,0.46,0.12,0.07400000000000001,0.33,0.27,0.98,0.82,0.6,0.78,0.86
1206,0.56,0.21,0.46,0.12,0.07400000000000001,0.33,0.27,0.98,0.82,0.6,0.78,0.86
1207,0.78,0.44,0.55,0.09,0.136,0.33,0.32,0.99,0.81,0.67,0.71,0.57
1208,0.56,0.21,0.46,0.12,0.07400000000000001,0.33,0.27,0.98,0.82,0.6,0.78,0.86
1209,0.48,0.23,0.43,0.11,0.071,0.19,0.14,0.98,0.84,0.61,0.8,0.86
1210,0.53,0.4,0.02,0.12,0.078,0.11,0.08,0.98,0.81,0.4,0.74,0.71
1211,0.51,0.26,0.15,0.12,0.076,0.31,0.32,0.98,0.8,0.4,0.66,0.57
1212,0.53,0.4,0.02,0.12,0.078,0.11,0.08,0.98,0.81,0.4,0.74,0.71
1213,0.76,0.22,0.42,0.1,0.071,0.07,0.07,0.98,0.75,0.51,0.75,0.71
1214,0.81,0.19,0.46,0.1,0.081,0.08,0.05,0.98,0.73,0.28,0.74,0.71
1215,0.69,0.15,0.46,0.12,0.095,0.28,0.17,0.98,0.78,0.35,0.8,0.71
1216,0.62,0.35,0.31,0.11,0.079,0.14,0.49,0.98,0.79,0.46,0.68,0.71
1217,0.64,0.2,0.37,0.1,0.057,0.6,0.46,0.98,0.77,0.56,0.86,0.71
1218,0.64,0.24,0.31,0.1,0.08199999999999999,0.11,0.14,0.98,0.77,0.46,0.75,0.71
1219,0.71,0.23,0.4,0.06,0.044000000000000004,0.35,0.31,0.98,0.76,0.58,0.78,0.71
1220,0.86,0.19,0.52,0.1,0.132,0.24,0.27,0.99,0.79,0.53,0.82,0.71
1221,0.86,0.19,0.52,0.1,0.132,0.24,0.27,0.99,0.79,0.53,0.82,0.71
1222,0.64,0.32,0.22,0.12,0.078,0.46,0.55,0.98,0.78,0.27,0.68,0.71
1223,0.83,0.21,0.47,0.12,0.07400000000000001,0.12,0.13,0.98,0.77,0.52,0.86,0.71
1224,1.0,0.23,0.49,0.14,0.08,0.11,0.12,0.99,0.72,0.57,0.73,0.71
1225,0.78,0.28,0.23,0.15,0.091,0.25,0.48,0.99,0.75,0.31,0.67,0.57
1226,0.63,0.35,0.03,0.25,0.08,0.37,0.28,0.98,0.71,0.28,0.65,0.57
1227,0.76,0.35,0.25,0.11,0.10400000000000001,0.11,0.12,0.99,0.78,0.49,0.68,0.57
1228,0.42,0.25,0.0,0.1,0.044000000000000004,0.25,0.55,0.97,0.9,0.49,0.97,0.86
1229,0.64,0.26,0.29,0.12,0.075,0.26,0.41,0.99,0.82,0.42,0.68,0.57
1230,0.65,0.09,0.34,0.16,0.066,0.21,0.36,0.98,0.81,0.54,0.84,0.71
1231,0.66,0.51,0.01,0.15,0.07400000000000001,0.67,0.56,0.98,0.81,0.4,0.77,0.57
1232,0.64,0.26,0.29,0.12,0.075,0.26,0.41,0.99,0.82,0.42,0.68,0.57
1233,0.87,0.13,0.37,0.12,0.057,0.19,0.22,0.98,0.77,0.29,0.66,0.43
1234,0.6,0.46,0.01,0.12,0.059000000000000004,0.15,0.1,0.97,0.82,0.22,0.91,0.71
1235,0.5,0.19,0.32,0.83,0.054000000000000006,0.08,0.7,0.98,0.79,0.35,0.82,0.43
1236,0.66,0.33,0.0,0.09,0.07,0.1,0.1,0.98,0.78,0.42,0.67,0.71
1237,0.6,0.46,0.01,0.12,0.059000000000000004,0.15,0.1,0.97,0.82,0.22,0.91,0.71
1238,0.69,0.45,0.0,0.14,0.081,0.17,0.14,0.99,0.81,0.27,0.68,0.43
1239,0.55,0.41,0.0,0.26,0.057,0.15,0.12,0.98,0.84,0.35,0.84,0.43
1240,0.63,0.37,0.2,0.09,0.076,0.5,0.37,0.98,0.73,0.22,0.66,0.57
1241,0.83,0.22,0.39,0.14,0.079,0.39,0.4,0.99,0.75,0.38,0.7,0.57
1242,0.76,0.24,0.41,0.11,0.057999999999999996,0.21,0.24,0.98,0.77,0.38,0.87,0.71
1243,0.7,0.34,0.22,0.14,0.08199999999999999,0.14,0.53,0.99,0.81,0.4,0.68,0.57
1244,0.49,0.17,0.25,0.87,0.067,1.0,1.0,0.99,0.8,0.33,0.73,0.71
1245,0.62,0.33,0.19,0.1,0.08199999999999999,0.23,0.22,0.98,0.85,0.45,0.75,0.57
1246,0.62,0.46,0.07,0.09,0.086,0.23,0.32,0.98,0.74,0.28,0.71,0.57
1247,0.62,0.33,0.19,0.1,0.08199999999999999,0.23,0.22,0.98,0.85,0.45,0.75,0.57
1248,0.58,0.24,0.33,0.12,0.081,0.33,0.24,0.98,0.82,0.51,0.79,0.71
1249,0.6,0.37,0.01,0.13,0.079,0.36,0.24,0.98,0.82,0.39,0.78,0.71
1250,0.6,0.37,0.01,0.13,0.079,0.36,0.24,0.98,0.82,0.39,0.78,0.71
1251,0.63,0.35,0.14,0.12,0.077,0.41,0.4,0.98,0.79,0.38,0.7,0.57
1252,0.6,0.44,0.0,0.1,0.12300000000000001,0.09,0.09,0.98,0.84,0.37,0.7,0.57
1253,0.67,0.41,0.0,0.07,0.096,0.09,0.08,0.98,0.83,0.37,0.68,0.57
1254,0.66,0.43,0.06,0.1,0.079,0.3,0.23,0.98,0.82,0.46,0.78,0.57
1255,0.51,0.39,0.02,0.14,0.069,0.39,0.31,0.98,0.84,0.26,0.78,0.57
1256,0.63,0.36,0.22,0.1,0.08199999999999999,0.65,0.4,0.98,0.73,0.23,0.65,0.57
1257,0.59,0.35,0.28,0.3,0.085,0.18,0.46,0.98,0.8,0.47,0.78,0.71
1258,0.57,0.39,0.0,0.16,0.12300000000000001,0.23,0.22,0.98,0.83,0.41,0.8,0.71
1259,0.57,0.39,0.0,0.16,0.12300000000000001,0.23,0.22,0.98,0.83,0.41,0.8,0.71
1260,0.73,0.39,0.68,0.1,0.40299999999999997,0.29,0.37,0.98,0.71,0.85,0.66,0.57
1261,0.53,0.64,0.0,0.11,0.083,0.26,0.15,0.98,0.88,0.34,0.8,0.43
1262,0.83,0.27,0.38,0.14,0.081,0.52,0.44,0.99,0.75,0.37,0.7,0.57
1263,0.69,0.48,0.0,0.12,0.08900000000000001,0.2,0.17,0.99,0.81,0.27,0.68,0.43
1264,0.72,0.22,0.32,0.1,0.066,0.39,0.34,0.98,0.81,0.49,0.84,0.71
1265,0.61,0.35,0.05,0.13,0.081,0.24,0.24,0.98,0.81,0.38,0.73,0.71
1266,0.61,0.35,0.05,0.13,0.081,0.24,0.24,0.98,0.81,0.38,0.73,0.71
1267,0.89,0.26,0.5,0.13,0.068,0.2,0.12,0.98,0.73,0.61,0.81,0.71
1268,0.58,0.24,0.31,0.11,0.079,0.32,0.34,0.98,0.84,0.34,0.68,0.71
1269,0.46,0.3,0.03,0.1,0.044000000000000004,0.42,0.59,0.97,0.85,0.57,1.0,1.0
1270,0.41,0.22,0.01,0.08,0.048,0.39,0.4,0.97,0.91,0.51,1.0,0.71
1271,0.62,0.26,0.2,0.08,0.049,0.36,0.43,0.98,0.81,0.36,0.86,0.71
1272,0.49,0.28,0.0,0.1,0.077,0.38,0.29,0.98,0.85,0.33,0.82,0.57
1273,0.63,0.35,0.2,0.11,0.073,0.52,0.29,0.98,0.73,0.24,0.68,0.57
1274,0.66,0.35,0.13,0.12,0.102,0.26,0.24,0.98,0.77,0.33,0.82,0.71
1275,0.68,0.44,0.22,0.13,0.075,0.2,0.55,0.98,0.77,0.33,0.7,0.71
1276,0.72,0.24,0.4,0.39,0.05,0.05,0.06,0.98,0.79,0.35,0.88,0.43
1277,0.59,0.42,0.0,0.1,0.114,0.05,0.06,0.98,0.81,0.38,0.71,0.71
1278,0.68,0.44,0.22,0.13,0.075,0.2,0.55,0.98,0.77,0.33,0.7,0.71
1279,0.83,0.17,0.39,0.09,0.062,0.05,0.05,0.98,0.74,0.36,0.84,0.86
1280,0.6,0.28,0.2,0.1,0.077,0.42,0.36,0.98,0.81,0.42,0.76,0.71
1281,0.6,0.28,0.2,0.1,0.077,0.42,0.36,0.98,0.81,0.42,0.76,0.71
1282,0.67,0.47,0.0,0.11,0.084,0.14,0.14,0.98,0.8,0.45,0.8,0.71
1283,0.74,0.39,0.28,0.16,0.096,0.26,0.46,0.99,0.78,0.41,0.75,0.71
1284,0.59,0.25,0.19,0.13,0.071,0.27,0.24,0.98,0.82,0.35,0.8,0.57
1285,0.97,0.22,0.5,0.1,0.09,0.3,0.31,0.99,0.75,0.36,0.77,0.57
1286,0.6,0.08,0.44,0.14,0.068,0.26,0.2,0.98,0.81,0.33,0.91,0.71
1287,0.68,0.37,0.08,0.15,0.055999999999999994,0.05,0.04,0.98,0.77,0.19,0.96,0.57
1288,0.59,0.37,0.3,0.28,0.068,0.3,0.75,0.99,0.79,0.87,0.75,0.57
1289,0.59,0.37,0.3,0.28,0.068,0.3,0.75,0.99,0.79,0.87,0.75,0.57
1290,0.64,0.46,0.0,0.1,0.1,0.09,0.07,0.98,0.81,0.38,0.81,0.57
1291,0.69,0.39,0.1,0.12,0.073,0.38,0.4,0.98,0.79,0.51,0.8,0.71
1292,0.49,0.23,0.13,0.14,0.055999999999999994,0.21,0.18,0.98,0.89,0.44,0.91,0.71
1293,0.63,0.47,0.0,0.1,0.084,0.09,0.07,0.98,0.8,0.29,0.71,0.43
1294,0.69,0.39,0.1,0.12,0.073,0.38,0.4,0.98,0.79,0.51,0.8,0.71
1295,0.55,0.39,0.0,0.26,0.09300000000000001,0.77,0.52,0.98,0.76,0.26,0.7,0.57
1296,0.55,0.39,0.0,0.26,0.09300000000000001,0.77,0.52,0.98,0.76,0.26,0.7,0.57
1297,0.61,0.32,0.14,0.12,0.064,0.23,0.19,0.98,0.81,0.39,0.89,0.71
1298,0.48,0.37,0.0,0.07,0.063,0.17,0.11,0.97,0.84,0.35,0.9,0.71
1299,0.64,1.0,0.0,0.12,0.13699999999999998,0.08,0.05,0.98,0.85,0.22,0.8,0.28
1300,0.43,0.53,0.0,0.12,0.08,0.23,0.18,0.98,0.93,0.39,0.92,0.71
1301,0.56,0.72,0.07,0.11,0.1,0.3,0.38,0.98,0.88,0.5,0.86,0.71
1302,0.77,0.29,0.32,0.12,0.064,0.06,0.09,0.98,0.79,0.55,0.82,0.71
1303,0.68,0.22,0.44,0.1,0.081,0.42,0.46,0.98,0.81,0.44,0.82,0.57
1304,0.64,0.66,0.21,0.13,0.087,0.32,0.46,0.98,0.74,0.25,0.67,0.57
1305,0.63,0.5,0.26,0.1,0.073,0.36,0.59,0.98,0.79,0.33,0.72,0.57
1306,0.83,0.57,0.32,0.14,0.08800000000000001,0.33,0.62,0.99,0.79,0.4,0.74,0.57
1307,0.57,0.56,0.09,0.24,0.068,0.23,0.19,0.98,0.82,0.32,0.81,0.43
1308,0.83,0.57,0.32,0.14,0.08800000000000001,0.33,0.62,0.99,0.79,0.4,0.74,0.57
1309,0.59,0.51,0.1,0.07,0.071,0.41,0.42,0.98,0.79,0.39,0.67,0.57
1310,0.63,0.5,0.26,0.1,0.073,0.36,0.59,0.98,0.79,0.33,0.72,0.57
1311,0.55,0.42,0.15,0.18,0.064,0.18,0.18,0.98,0.8,0.38,0.94,0.71
1312,0.68,1.0,0.21,0.1,0.083,0.21,0.27,0.98,0.8,0.28,0.77,0.57
1313,0.59,0.32,0.21,0.13,0.086,0.3,0.44,0.98,0.82,0.33,0.74,0.71
1314,0.59,0.32,0.21,0.14,0.086,0.36,0.46,0.98,0.82,0.33,0.74,0.71
1315,0.63,0.59,0.27,0.11,0.083,0.26,0.62,0.98,0.78,0.37,0.72,0.71
1316,0.45,0.7,0.0,0.06,0.040999999999999995,0.24,0.31,0.97,1.0,0.38,0.92,0.71
1317,0.84,0.4,0.46,0.12,0.091,0.15,0.27,0.98,0.76,0.46,0.87,0.71
1318,0.63,0.59,0.27,0.11,0.083,0.26,0.62,0.98,0.78,0.37,0.72,0.71
1319,0.77,0.72,0.68,0.09,0.414,0.27,0.43,0.98,0.67,1.0,0.67,0.71
1320,0.83,0.62,0.34,0.15,0.094,0.18,0.59,0.99,0.78,0.5,0.74,0.57
1321,0.41,0.7,0.0,0.06,0.040999999999999995,0.24,0.31,0.97,1.0,0.43,0.92,0.71
1322,0.77,0.3,0.42,0.1,0.057999999999999996,0.14,0.11,0.98,0.83,0.39,0.84,0.57
1323,0.77,0.32,0.39,0.1,0.06,0.32,0.37,0.98,0.83,0.65,0.81,0.86
1324,0.56,0.42,0.24,0.09,0.077,0.27,0.22,0.98,0.89,0.44,0.78,0.71
1325,0.56,0.42,0.24,0.09,0.077,0.27,0.22,0.98,0.89,0.44,0.78,0.71
1326,0.56,0.42,0.24,0.09,0.077,0.27,0.22,0.98,0.89,0.44,0.78,0.71
1327,0.56,0.42,0.24,0.09,0.077,0.27,0.22,0.98,0.89,0.44,0.78,0.71
1328,0.55,0.48,0.11,0.1,0.073,0.2,0.25,0.98,0.88,0.36,0.68,0.57
1329,0.62,0.56,0.26,0.12,0.083,0.26,0.62,0.98,0.86,0.4,0.72,0.71
1330,0.62,0.56,0.26,0.12,0.083,0.26,0.62,0.98,0.86,0.4,0.72,0.71
1331,0.66,0.83,0.26,0.23,0.107,0.47,0.45,0.98,0.85,0.31,0.67,0.57
1332,0.71,0.35,0.1,0.09,0.075,0.09,0.16,0.98,0.8,0.28,0.71,0.71
1333,0.77,0.74,0.22,0.12,0.079,0.18,0.32,0.99,0.83,0.35,0.7,0.57
1334,0.61,0.8,0.0,0.11,0.166,0.06,0.07,0.98,0.89,0.36,0.73,0.57
1335,0.55,0.54,0.02,0.14,0.069,0.29,0.26,0.98,0.89,0.5,0.93,0.71
1336,0.5,0.46,0.0,0.07,0.057,0.23,0.17,0.98,0.88,0.3,0.7,0.57
1337,0.5,0.46,0.0,0.07,0.057,0.23,0.17,0.98,0.88,0.3,0.7,0.57
1338,0.5,0.46,0.0,0.07,0.057,0.23,0.17,0.98,0.88,0.3,0.7,0.57
1339,0.63,0.47,0.02,0.09,0.084,0.2,0.2,0.98,0.88,0.38,0.77,0.71
1340,0.63,0.47,0.02,0.09,0.084,0.2,0.2,0.98,0.88,0.38,0.77,0.71
1341,0.63,0.47,0.02,0.09,0.084,0.2,0.2,0.98,0.88,0.38,0.77,0.71
1342,0.64,0.5,0.02,0.09,0.085,0.26,0.2,0.98,0.89,0.35,0.76,0.71
1343,0.63,0.47,0.02,0.09,0.084,0.2,0.2,0.98,0.88,0.38,0.77,0.71
1344,0.98,0.38,0.48,0.15,0.077,0.12,0.13,0.99,0.8,0.37,0.81,0.57
1345,0.69,0.4,0.24,0.13,0.063,0.15,0.18,0.98,0.85,0.37,0.75,0.71
1346,0.51,0.55,0.01,0.12,0.055999999999999994,0.08,0.08,0.98,0.94,0.4,0.84,0.57
1347,0.61,0.62,0.03,0.1,0.078,0.11,0.07,0.98,0.88,0.24,0.7,0.57
1348,0.61,0.62,0.03,0.1,0.078,0.11,0.07,0.98,0.88,0.24,0.7,0.57
1349,0.58,0.53,0.0,0.16,0.081,0.32,0.27,0.98,0.9,0.36,0.79,0.57
1350,0.76,0.56,0.29,0.11,0.069,0.48,0.49,0.98,0.88,0.41,0.73,0.57
